Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,106.98310852050781,122866900
AAPL,2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,108.62567901611328,107624400
AAPL,2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,113.06158447265625,138235500
AAPL,2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,117.0745620727539,126387100
AAPL,2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,116.94156646728516,114457900
AAPL,2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,114.60647583007812,154515300
AAPL,2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,114.26160430908203,138023400
AAPL,2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,117.72976684570312,112295000
AAPL,2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,117.45390319824219,103162300
AAPL,2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,117.50316619873047,81581900
AAPL,2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,118.52784729003906,91183000
AAPL,2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,117.6312484741211,74271000
AAPL,2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,116.29126739501953,76322100
AAPL,2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,116.89230346679688,74113000
AAPL,2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,115.61144256591797,73604300
AAPL,2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,112.1728515625,127959300
AAPL,2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,113.4734115600586,113874200
AAPL,2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,114.32073211669922,76499200
AAPL,2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,114.87248229980469,46691300
AAPL,2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,117.29627227783203,169410200
AAPL,2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,120.91219329833984,127728200
AAPL,2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,121.26688385009766,89004200
AAPL,2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,121.12894439697266,78967600
AAPL,2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,120.44911193847656,78260400
AAPL,2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,121.92701721191406,86712000
AAPL,2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,122.54773712158203,82225500
AAPL,2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,119.98602294921875,115089200
AAPL,2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,121.42453002929688,81312200
AAPL,2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,120.60675811767578,86939800
AAPL,2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,119.98602294921875,79184500
AAPL,2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,125.99617004394531,157243700
AAPL,2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,125.92721557617188,98208600
AAPL,2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,126.80409240722656,94359800
AAPL,2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,124.79415130615234,192541500
AAPL,2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,126.34101104736328,121251600
AAPL,2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,129.937255859375,168904800
AAPL,2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,129.03079223632812,88223700
AAPL,2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,130.02593994140625,54930100
AAPL,2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,134.6763916015625,124486200
AAPL,2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,132.8831787109375,121047300
AAPL,2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,131.7501678466797,96452100
AAPL,2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,130.73532104492188,99116600
MSFT,2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,197.33961486816406,30842200
MSFT,2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,201.33847045898438,27512000
MSFT,2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,211.05287170410156,42311800
MSFT,2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,217.78265380859375,36080100
MSFT,2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,218.20205688476562,25231900
MSFT,2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,213.00350952148438,44395000
MSFT,2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,205.80552673339844,44045100
MSFT,2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,211.2089080810547,29440800
MSFT,2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,210.12628173828125,21593900
MSFT,2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,211.16989135742188,18621100
MSFT,2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,211.87213134765625,24953300
MSFT,2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,209.1704559326172,24154100
MSFT,2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,206.41278076171875,28372800
MSFT,2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,207.72317504882812,24792700
MSFT,2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,205.7380828857422,22843100
MSFT,2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,205.46424865722656,25683500
MSFT,2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,209.13134765625,33979700
MSFT,2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,209.14109802246094,21012900
MSFT,2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,210.47103881835938,14512200
MSFT,2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,209.33670043945312,33064800
MSFT,2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,211.4293670654297,30904500
MSFT,2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,210.60794067382812,23724500
MSFT,2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,209.5029296875,25120900
MSFT,2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,209.6202850341797,24666000
MSFT,2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,209.5518035888672,24620000
MSFT,2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,211.23377990722656,23284100
MSFT,2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,207.1168975830078,32440600
MSFT,2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,205.86520385742188,26733300
MSFT,2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,208.54458618164062,30979400
MSFT,2020-12-14,213.10000610351562,216.2100067138672,212.8800048828125,214.1999969482422,209.46380615234375,28798400
MSFT,2020-12-15,215.1699981689453,215.4199981689453,212.24000549316406,214.1300048828125,209.3953857421875,27000600
MSFT,2020-12-16,214.75,220.11000061035156,214.72000122070312,219.27999877929688,214.43150329589844,35023300
MSFT,2020-12-17,219.8699951171875,220.88999938964844,217.9199981689453,219.4199981689453,214.56838989257812,32515800
MSFT,2020-12-18,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,213.75674438476562,63354900
MSFT,2020-12-21,217.5500030517578,224.0,217.27999877929688,222.58999633789062,217.66827392578125,37181900
MSFT,2020-12-22,222.69000244140625,225.6300048828125,221.85000610351562,223.94000244140625,218.98843383789062,22612200
MSFT,2020-12-23,223.11000061035156,223.55999755859375,220.8000030517578,221.02000427246094,216.13304138183594,18699600
MSFT,2020-12-24,221.4199981689453,223.61000061035156,221.1999969482422,222.75,217.82476806640625,10550600
MSFT,2020-12-28,224.4499969482422,226.02999877929688,223.02000427246094,224.9600067138672,219.98593139648438,17933500
MSFT,2020-12-29,226.30999755859375,227.17999267578125,223.5800018310547,224.14999389648438,219.19378662109375,17403200
MSFT,2020-12-30,225.22999572753906,225.6300048828125,221.47000122070312,221.67999267578125,216.77841186523438,20272300
MSFT,2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.50204467773438,20942100
